Symbol,Current Price,Buy Signal,Sell Signal,RSI,SMA 20,Bollinger Upper,Bollinger Lower
TCS.NS,4122.0,False,False,38.63406060774271,4125.80751953125,4134.114671622269,4117.5003674402315
INFY.NS,1831.0999755859375,False,False,36.438514219523256,1832.0699951171875,1835.4044291173736,1828.7355611170015
RELIANCE.NS,1282.050048828125,False,False,31.678093741385055,1284.2625122070312,1286.6547659935081,1281.8702584205544
HDFCBANK.NS,1759.5999755859375,False,False,63.78997970022719,1759.4825073242187,1760.2202371308178,1758.7447775176195
ICICIBANK.NS,1261.5999755859375,False,False,64.13817399597792,1260.175,1261.596441555812,1258.753558444188
